clave_sitio,clave_de_monitoreo,nombre_del_sitio,tipo_cuerpo_de_agua,fecha_realización,año,alc_fen,alc_tot,co3,hco3,clorof_a,coli_fec,coli_tot,e_coli,cot,cot_sol,dbo_sol,dbo_tot,dqo_sol,dqo_tot,n_nh3,n_no2,n_no3,n_org,n_tot,n_totk,tox_d_48_ut,tox_d_48_sup_ut,tox_d_48_fon_ut,tox_fis_sup_15_ut,tox_fis_sup_30_ut,tox_fis_sup_5_ut,tox_fis_fon_15_ut,tox_fis_fon_30_ut,tox_fis_fon_5_ut,tox_v_15_ut,tox_v_30_ut,tox_v_5_ut,p_tot,po4_tot,orto_po4,color_ver,transparencia,abs_uv,sdt,conduc_campo,conduc_campo_sup,conduc_campo_med,conduc_campo_fon,ph_campo,ph_campo_sup,ph_campo_med,ph_campo_fon,od__,od_mg_l,od___sup,od_mg_l_sup,od___med,od_mg_l_med,cloruros_tot,fe_tot,mn_tot,saam,so4_tot,sst,triclorofluorometano,turbiedad,as_tot,cd_tot,cr_tot,hg_tot,ni_tot,pb_tot,cn_tot,pot_redox_campo_fon,pot_redox_campo_med,pot_redox_campo_sup,ca_tot,dur_tot,temp_amb,temp_agua,temp_agua_sup,temp_agua_med,temp_agua_fon,temp_agua_0_5,temp_agua_1,temp_agua_2,profundidad,caudal,nombre_del_sitio_sitio,estado,latitud,longitud,clasificacion_cdmx,temp_amb_raw,temp_agua_raw,fecha_realizacion
DLGUE1341,DLGUE1341-211012,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,LÓTICO,41199,2012.0,,,,,,2755,24196,30,4.3818,4.1484,,,,,<0.0035,<0.005,0.2641,0.3,0.5641,0.3,<1,,,,,,,,,<1,<1,<1,0.875,,<0.0015,55,,,,,,,,7.9,,,,79.2,6,,,,,,,,,,40,,37,0.005,<0.001301,<0.0012,0.0018,<0.00042,<0.00154,,,,,,117.02,27.7,31.149599999999992,,,,,,,,6511,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,MICHOACÁN DE OCAMPO,18.36854,-100.67169,cutzamala_rio,27.7,36.0,
DLGUE1341,DLGUE1341-210413,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,LÓTICO,41382,2013.0,,,,,,20,31,20,5.6,4.6,4,12,<10,33.75,0.24,0.18,0.075,0.24,0.735,0.48,<1,,,,,<1,,,,<1,<1,,0.0138,,<0.0015,,,,311.68,487,,,,7.45,,,,118.03,8.67,,,,,,,,,,35,,4,<0.0015,<0.001301,<0.0012,0.0016,<0.00042,<0.00154,,,,,,147.53,36.0,28.92,,,,,,,,4409.31,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,MICHOACÁN DE OCAMPO,18.36854,-100.67169,cutzamala_rio,36.0,28.92,
DLGUE1341,DLGUE1341-131013,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,LÓTICO,41558,2013.0,,,,,,19863,>24196,15531,7.418,6.971,2.13,3.33,42.984,50.148,0.121,0.01,0.564,1.094,1.7890000000000001,1.215,<1,,,,,,,,,2.34,2.77,,0.373,,0.044,100,,0.126,170.88,267,,,,8.72,,,,118.3,,,,,,,,,0.22,,440,,250,<0.0015,<0.001301,0.035,0.001,0.021,<0.00154,,,,,,182.094,29.1,28.0,,,,,,,,34560,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,MICHOACÁN DE OCAMPO,18.36854,-100.67169,cutzamala_rio,29.1,28.0,
DLGUE1341,DLGUE1341-090214,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,LÓTICO,41681,2014.0,,,,,,>24196,>24196,4611,14.7,9.45,3,14,16,41,0.17,0.01,0.18,0.2,0.56,0.37,<1,,,,,,,,,<1,<1,,0.11,,0.03,7.5,,0.084,240,375,,,,7.55,,,,105.2,8.52,,,,,,,,0.067,,14.3,,5.3,<0.0015,<0.001301,<0.0012,9.5e-05,<0.00042,<0.00154,0.03,,,,,206,30.0,29.3,,,,,,,,8646,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,MICHOACÁN DE OCAMPO,18.36854,-100.67169,cutzamala_rio,30.0,29.3,
DLGUE1341,DLGUE1341-300314,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,LÓTICO,41718,2014.0,,,,,,19863,>24196,233,2.067,1.887,3.6,5.1,15.26,51.73,0.337,0.013,0.298,0.242,0.89,0.579,<1,,,,,,,,,<1,<1,,0.137,,0.061,5,,0.106,270.72,423,,,,8.2,,,,97.8,6.9,,,,,,,,0.167,,<10,,2.7,<0.0015,<0.001301,<0.0012,0.00014,<0.00042,<0.00154,0.004,,,,,176,30.5,30.1,,,,,,,,6343,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,MICHOACÁN DE OCAMPO,18.36854,-100.67169,cutzamala_rio,30.5,30.1,
DLGUE1341,DLGUE1341-110514,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,LÓTICO,41821,2014.0,,,,,,1500,>2400,150,8.16,6.12,<2,2.7,17.7,95.56,0.103,0.04,0.07,0.352,0.565,0.45499999999999996,<1,,,,,,,,,<1,,<1,1.045,,0.455,190,,0.17,182.4,285,,,,8.0,,,,,,,,,,,,,0.15,,545,,280,0.0053,<0.001301,<0.0012,0.0009,<0.00042,<0.00154,<0.001,,,,,160,30.0,27.9,,,,,,,,4927465,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,MICHOACÁN DE OCAMPO,18.36854,-100.67169,cutzamala_rio,30.0,27.9,
DLGUE1341,DLGUE1341-220614,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,LÓTICO,41856,2014.0,,,,,,1500,>2400,150,3.648,2.697,<2,2.4,<10,<10,0.124,0.03,0.73,0.235,1.119,0.359,<1,,,,,,,,,<1,,<1,0.117,,0.106,41,,0.12,129.92000000000002,203,,,,8.1,,,,91.1,6.8,,,,,,,,<0.01,,100,,35,0.0037,<0.001301,<0.0012,0.0035,<0.00042,<0.00154,<0.001,,,,,106,31.0,28.8,,,,,,,,4409.3,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,MICHOACÁN DE OCAMPO,18.36854,-100.67169,cutzamala_rio,31.0,28.8,
DLGUE1341,DLGUE1341-280517,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,LÓTICO,42887,2017.0,,,,,,>24196,>24196,15531,3.417,3.315,<2,4.26,<10,<10,0.29113,0.00975,0.20942,0.24633,0.7566299999999999,0.53746,<1,,,,,,,,,<1,<1,,0.17113,,0.15315,10,,0.077,318.72,498,,,,7.8,,,,85.3,6.3,,,,,,,,0.058,,10.5,,8.1,<0.0015,<0.001301,0.0049,<0.0002013,<0.00042,<0.00154,0.0014,,,,,177.79,29.0,29.6,,,,,,,,,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,MICHOACÁN DE OCAMPO,18.36854,-100.67169,cutzamala_rio,29.0,29.6,
DLGUE1343,DLGUE1343-100313,LAS QUERENDAS (RIO CUTZAMALA),LÓTICO,41337,2013.0,,,,,,<3,20,<3,2.7,2.68,6,18,16.3,47.21,0.36,0.093,<0.031,0.24,0.693,0.6,<1,,,,,<1,,,,<1,<1,,<0.0014,<0.00306,0.03,34,,,246.4,385,,,,8.09,,,,98.55,7.44,,,,,,,,,,20,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,,,,,,356.04,32.0,28.3,,,,,,,,18593.73,LAS QUERENDAS (RIO CUTZAMALA),GUERRERO,18.371503,-100.629106,cutzamala_rio,32.0,28.3,
DLGUE1343,DLGUE1343-210413,LAS QUERENDAS (RIO CUTZAMALA),LÓTICO,41379,2013.0,,,,,,5172,5794,428,6.44,4.49,4,12,20.45,50.02,0.3,0.905,0.3792,0.24,1.8242,0.54,<1,,,,,<1,,,,<1,<1,,<0.0014,<0.00306,<0.0015,22,,,310.40000000000003,485,,,,7.85,,,,95.7,6.61,,,,,,,,,,25,,<2.5,<0.0015,<0.001301,<0.0012,0.0041,<0.00042,<0.00154,,,,,,130.7,36.0,31.149599999999992,,,,,,,,3258.22,LAS QUERENDAS (RIO CUTZAMALA),GUERRERO,18.371503,-100.629106,cutzamala_rio,36.0,31.29,
DLGUE1343,DLGUE1343-020613,LAS QUERENDAS (RIO CUTZAMALA),LÓTICO,41449,2013.0,,,,,,3255,9804,189,<0.103,<0.103,12,34,22.83,66.33,3.81,0.047,1.0275,1.49,6.3745,5.3,<1,,,,,,,,,,,,<0.0014,<0.00306,<0.0015,320,,,253.44,396,,,,7.82,,,,117.63,8.45,,,,,,,,,,139,,140,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,0.008,,,,,,166.8,36.0,30.02,,,,,,,,20774.91,LAS QUERENDAS (RIO CUTZAMALA),GUERRERO,18.371503,-100.629106,cutzamala_rio,40.0,30.02,
DLGUE1343,DLGUE1343-131013,LAS QUERENDAS (RIO CUTZAMALA),LÓTICO,41557,2013.0,,,,,,>24196,>24196,11199,6.054,3.091,2.17,2.53,27.86,50.944,0.104,0.017,0.861,1.409,2.391,1.5130000000000001,<1,,,,,,,,,<1,<1,,0.394,,0.031,125,,0.122,182.4,285,,,,8.6,,,,,,,,,,,,,0.254,,335,,197.5,<0.0015,0.001,0.025,0.002,0.016,<0.00154,<0.001,,,,,147.312,31.6,28.1,,,,,,,,81592,LAS QUERENDAS (RIO CUTZAMALA),GUERRERO,18.371503,-100.629106,cutzamala_rio,31.6,28.1,
DLGUE1343,DLGUE1343-031113,LAS QUERENDAS (RIO CUTZAMALA),LÓTICO,41581,2013.0,,,,,,14136,>24196,10462,8.338,3.022,2.43,3.31,29.088,43.632,0.154,0.015,0.751,0.559,1.479,0.7130000000000001,<1,,,,,,,,,<1,<1,,0.229,,0.042,100,,0.153,188.16,294,,,,7.93,,,,56.5,4.44,,,,,,,,0.35,,185,,140,<0.0015,<0.001301,0.014,,0.016,<0.00154,<0.001,,,,,142.936,25.1,27.0,,,,,,,,80926,LAS QUERENDAS (RIO CUTZAMALA),GUERRERO,18.371503,-100.629106,cutzamala_rio,25.1,27.0,
DLGUE1343,DLGUE1343-090214,LAS QUERENDAS (RIO CUTZAMALA),LÓTICO,41681,2014.0,,,,,,14136,15531,144,12.288,12.288,4.35,11.85,12.18,52.78,0.126,0.005,0.228,0.164,0.523,0.29000000000000004,<1,,,,,,,,,<1,<1,,0.085,,0.037,7.5,,0.081,209.28,327,,,,7.83,,,,119.4,9.37,,,,,,,,0.024,,15.25,,3.6,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,0.042,,,,,174.81,30.0,28.69,,,,,,,,27244.5,LAS QUERENDAS (RIO CUTZAMALA),GUERRERO,18.371503,-100.629106,cutzamala_rio,30.0,28.69,
DLGUE1343,DLGUE1343-110514,LAS QUERENDAS (RIO CUTZAMALA),LÓTICO,41821,2014.0,,,,,,>24000,>2400,>2400,5.92,5.88,2.8,3.1,10.62,94.67,0.131,0.04,0.08,0.312,0.563,0.443,<1,,,,,,,,,<1,,<1,0.578,,0.107,240,,0.19,183.04,286,,,,7.8,,,,,,,,,,,,,0.09,,590,,290,<0.0015,<0.001301,<0.0012,0.001,<0.00042,<0.00154,<0.001,,,,,110,31.0,27.6,,,,,,,,18593.7,LAS QUERENDAS (RIO CUTZAMALA),GUERRERO,18.371503,-100.629106,cutzamala_rio,31.0,27.6,
DLGUE1343,DLGUE1343-220614,LAS QUERENDAS (RIO CUTZAMALA),LÓTICO,41856,2014.0,,,,,,>24000,>2400,>2400,3.63,2.858,<2,2.2,<10,<10,0.129,<0.005,0.68,1.115,1.924,1.244,<1,,,,,,,,,<1,,<1,0.226,,0.119,38,,0.11,131.2,205,,,,8.2,,,,96.8,7.3,,,,,,,,0.07,,76,,29,0.0038,<0.001301,<0.0012,0.0072,<0.00042,<0.00154,<0.001,,,,,123,32.0,28.9,,,,,,,,9051.8,LAS QUERENDAS (RIO CUTZAMALA),GUERRERO,18.371503,-100.629106,cutzamala_rio,32.0,28.9,
DLGUE1343,DLGUE1343-140615,LAS QUERENDAS (RIO CUTZAMALA),LÓTICO,42248,2015.0,,,,,,4600,11000,2400,3.829,3.659,<2,2.31,29.29,45,0.149,0.028,0.429,1.029,1.6349999999999998,1.178,<1,,,,,,,,,<1,,<1,0.379,,0.152,250,,0.408,120.32000000000001,188,,,,7.8,,,,55.1,4.39,,,,,,,,0.08,,400,,455,<0.0015,<0.001301,0.0176,<0.0002013,0.0141,0.0263,<0.001,,,,,102,28.3,27.6,,,,,,,,,LAS QUERENDAS (RIO CUTZAMALA),GUERRERO,18.371503,-100.629106,cutzamala_rio,28.3,27.6,
DLGUE1343,DLGUE1343-040916,LAS QUERENDAS (RIO CUTZAMALA),LÓTICO,42612,2016.0,,,,,,>24000,>24000,4600,4.226,4.158,<2,5.51,<10,87.36,0.031,0.033,0.911,0.604,1.5790000000000002,0.635,<1,,,,,,,,,<1,,<1,0.26,,0.069,300,,0.191,162.24,253.5,,,,7.6,,,,56.6,4.37,,,,,,,,<0.01,,671.43,,808,0.0238,<0.001301,0.01748,<0.0002013,0.02287,0.01975,<0.001,,,,,156,33.0,28.8,,,,,,,,,LAS QUERENDAS (RIO CUTZAMALA),GUERRERO,18.371503,-100.629106,cutzamala_rio,33.0,28.8,
DLGUE1343,DLGUE1343-230717,LAS QUERENDAS (RIO CUTZAMALA),LÓTICO,42934,2017.0,,,,,,4600,11000,2400,3.481,3.195,<2,2.6,12.89,45.04,0.085,0.033,0.508,0.045,0.671,0.13,<1,,,,,,,,,<1,,<1,0.051,,0.051,60,,0.085,244.48000000000002,382,,,,7.6,,,,64,4.7,,,,,,,,<0.01,,172.73,,154,0.0119,<0.001301,0.00787,<0.0002013,0.00513,0.00804,<0.001,,,,,152,35.2,30.9,,,,,,,,,LAS QUERENDAS (RIO CUTZAMALA),GUERRERO,18.371503,-100.629106,cutzamala_rio,35.2,30.9,
DLGUE1343,DLGUE1343-100917,LAS QUERENDAS (RIO CUTZAMALA),LÓTICO,42983,2017.0,,,,,,2400,4600,930,8.415,5.595,<2,3,24.81,39.5,0.364,<0.005,0.604,0.288,1.256,0.6519999999999999,<1,,,,,,,,,<1,,<1,0.084,,0.081,100,,0.216,164.48,257,,,,7.3,,,,68,5.3,,,,,,,,0.062,,377.78,,310,<0.0015,<0.001301,0.01301,<0.0002013,0.01177,0.0224,<0.001,,,,,204,31.8,27.4,,,,,,,,,LAS QUERENDAS (RIO CUTZAMALA),GUERRERO,18.371503,-100.629106,cutzamala_rio,31.8,27.4,
DLGUE1343,DLGUE1343-290418,LAS QUERENDAS (RIO CUTZAMALA),LÓTICO,43214,2018.0,,,,,,<30,70,<30,3.701,3.229,<2,2.86,39.24,72.69,<0.0035,<0.005,0.351,0.023,0.374,0.023,<1,,,,,,,,,<1,<1,<1,0.095,,0.021,5,,0.032,333.44,521,,,,7.5,,,,63,5,,,,,,,,0.064,,<10,,3.93,0.0055,<0.001301,0.01054,<0.0002013,0.00408,<0.00154,<0.001,,,,,204,34.7,30.4,,,,,,,,5092.1,LAS QUERENDAS (RIO CUTZAMALA),GUERRERO,18.371503,-100.629106,cutzamala_rio,34.7,30.4,
DLGUE1343,DLGUE1343-200920,LAS QUERENDAS (RIO CUTZAMALA),LÓTICO,44091,2020.0,,,,,,>24000,,>24000,5.345,,,3.8,,58,<0.0035,<0.005,0.13,0.384,0.514,0.384,<1,,,,,,,,,<1,<1,,0.566,,0.342,120,,,181.76,284,,,,8.0,,,,69.7,5.22,,,,,,,,<0.01,,302,,727,<0.0015,<0.001301,0.01637,0.00095,0.00842,0.0082,<0.001,,,,,232,31.0,28.4,,,,,,,,,LAS QUERENDAS (RIO CUTZAMALA),GUERRERO,18.371503,-100.629106,cutzamala_rio,31.0,28.4,
DLGUE1391,DLGUE1391-041112,LAGO DE TUXPAN 1,LÉNTICO,41232,2012.0,,,,,,<3,,<3,,,2.7,14.2,,28.89,<0.0035,0.043,<0.031,0,0.043,<0.0035,,<1,,<1,,<1,,,,,,,<0.0014,<0.00306,<0.0015,20,0.18,,241.28,,377.0,,,,8.35,,,,,118.8,8.35,,,,,,,,96,,7,0.0022,0.00057,<0.0012,<0.0002013,<0.00042,<0.00154,,,,-25.0,,155.05,30.0,,,,,29.12,,,,,LAGO DE TUXPAN 1,GUERRERO,18.367303,-99.49746,cutzamala_tuxpan,30.0,,
DLGUE1391,DLGUE1391-220614,LAGO DE TUXPAN 1,LÉNTICO,41809,2014.0,,,,,3.99,4600,,93,9.066,5.992,<2,8.6,93.7,99.16,0.2,<0.005,0.031,0.459,0.6900000000000001,0.659,,<1,,<1,,<1,,,,,,,0.032,,<0.0015,10,0.4,0.098,327.68,,512.0,,,,7.95,,,,,86.3,5.84,,,,,,,,<10,,9.25,0.0025,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,,,,-24.4,,100,24.6,,29.99,,,29.99,,,0.95,,LAGO DE TUXPAN 1,GUERRERO,18.367303,-99.49746,cutzamala_tuxpan,24.6,,
DLGUE1392,DLGUE1392-041112,LAGO DE TUXPAN 2,LÉNTICO,41232,2012.0,,,,,58.06,28,,4,,,,,,,<0.0035,<0.005,<0.031,0.92,0.92,0.92,,<1,,<1,,<1,,,,,,,<0.0014,<0.00306,<0.0015,10,0.4,,211.84,,331.0,334,,,8.19,8.18,,,,94.6,6.67,91.2,6.45,,,,,,20,,4,0.0037,0.001121,<0.0012,<0.0002013,<0.00042,0.005,,,-35.3,-34.4,,132.56,34.0,,,,,29.09,28.95,,,,LAGO DE TUXPAN 2,GUERRERO,18.358193,-99.481937,cutzamala_tuxpan,34.0,,
DLGUE1392,DLGUE1392-280713,LAGO DE TUXPAN 2,LÉNTICO,41485,2013.0,,,,,11.498,93,,11,5.325,5.126,3.2,21.3,11.52,23.04,0.174,<0.005,<0.031,0.486,0.6599999999999999,0.6599999999999999,,<1,<1,<1,,<1,<1,,<1,,,,0.036,,0.064,<5,0.4,0.113,241.28,,377.0,377,377,,8.52,,8.65,,,80.4,5.5,,,,,,,,38,,11.5,0.003,<0.001301,<0.0012,<0.0002013,0.0013,<0.00154,,-30.8,-32.1,-34.3,,118.36,32.4,,30.2,30.2,30.1,30.2,30.1,,,,LAGO DE TUXPAN 2,GUERRERO,18.358193,-99.481937,cutzamala_tuxpan,32.4,,
GCALNR00005,GCALNR00005-240822,ARCO SAN NICOLAS TOTOLAPAN,LÓTICO,44797,2022.0,,,,,,47860000,141360000,38770000,155.8,96.38,209,420,122.68,770.08,65,,,15.4,,80.4,,,,,,,,,,,,,9.25,,7.76,100,,,563.1,1048,,,,8.7,,,,,<1,,,,,,,,5.8383,,206.7,,279,<0.002,<0.001,<0.002,<0.0001,<0.002,0.016,<0.003,,,,,115.8,25.41855909252795,18.0,,,,,,,,,ARCO SAN NICOLAS TOTOLAPAN,CIUDAD DE MÉXICO,19.300092,-99.23317,cdmx_local,,18.0,
GCALNR00007,GCALNR00007-290622,RÍO ESLAVA,LÓTICO,44741,2022.0,,,,,,28510000,68670000,27550000,<3.28,<3.28,16.2,35.2,26.9,35.2,9.33,,,2.11,,11.44,,,,,,,,,,,,,1.11,,0.9446,50,,,216,423,,,,7.85,,,,,,,,,,,,,1.3,,10,,8,<0.002,<0.001,<0.002,<0.0001,<0.002,<0.002,<0.003,,,,,106.1115,25.398110302925758,21.0,,,,,,,,,RÍO ESLAVA,CIUDAD DE MÉXICO,19.286795,-99.241082,cdmx_local,,21.0,
OCAVM0010RNL21,OCAVM0010RNL21-90221,EMISOR DEL PONIENTE PORTAL DE SALIDA,LÓTICO,44236,2021.0,,,,,,<1,<1,,,,,324,,648.45,,<0.021,,,,,,,,,,,,,,,,,,,,,,,826,1446,,,,7.42,,,,,<1,,,,,190.58,0.05,0.171,5.99,29.22,88,,,,,,,,,,,,,52.21,261.04,24.0,21.5,,,,,,,,,EMISOR DEL PONIENTE PORTAL DE SALIDA,CIUDAD DE MÉXICO,19.4399194444444,-99.1905305555555,cdmx_local,24.0,21.5,
OCAVM0010RNL21,OCAVM0010RNL21-110521,EMISOR DEL PONIENTE PORTAL DE SALIDA,LÓTICO,44327,2021.0,,,,,,<1,<1,,,,,168,,323.08,,<0.021,,,,,,,,,,,,,,,,,,,,,,,796,1413,,,,7.6,,,,,<1,,,,,180.55,0.34,0.87,5.45,57.95,48,,,,,,,,,,,,,55.42,261.04,24.0,25.2,,,,,,,,,EMISOR DEL PONIENTE PORTAL DE SALIDA,CIUDAD DE MÉXICO,19.4399194444444,-99.1905305555555,cdmx_local,24.0,25.2,
OCAVM0018LNR,OCAVM0018LNR-211123,RÍO ESLAVA 1,LÓTICO,45251,2023.0,,,,,,90900000,,44100000,,,,510,,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.241914766055014,,,,,,,,,,RÍO ESLAVA 1,CIUDAD DE MÉXICO,19.266923,-99.246023,cdmx_local,,,
OCAVM0021LNR,OCAVM0021LNR-111223,SEGUNDO DINAMO,LÓTICO,45271,2023.0,,,,,,233,9208,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,6.3,,,,,8.13,,,,,,,,,,,,6,<0.002,<0.001,<0.002,<0.0001,<0.002,<0.002,,,,,,,26.263382510679687,9.0,,,,,,,,,SEGUNDO DINAMO,CIUDAD DE MÉXICO,19.28492,-99.27334,cdmx_local,,9.0,
OCAVM2685,OCAVM2685-220215,SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 2,LÉNTICO (HUMEDAL),42286,2015.0,,,,,19.5154,4600,,4600,47.28,35.966,<2,2.4,80.19,95.95,0.123462,0.021632,0.041081,3.919339,4.105514,4.042801,,<1,,<1,,<1,,,,,,,1.514293,,1.342119,150,0.4,1.2545,861.44,,1346.0,,,,7.1,,,,,,,,,,,,,,<10,,5.2,<0.0015,0.000413,0.006533,<0.0002013,0.004021,<0.00154,,,,-211.9,,398.07,19.7,,16.6,,,16.6,,,0.6,,SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 2,CIUDAD DE MÉXICO,19.2832,-99.079433,cdmx_local,19.7,,
OCAVM2685,OCAVM2685-080516,SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 2,LÉNTICO (HUMEDAL),42500,2016.0,,,,,,430,,240,27.92,14.71,3.6,14.4,33.44,55.57,1.682836,0.027065,1.141831,6.59268,9.444412,8.275516,,<1,,2.1,,2.3,,,,,,,2.540763,,2.492041,40,0.3,0.4292,522.24,,816.0,,,,7.2,,,,,13.5,1.1,,,,,,,,117,,62.7,0.0183,<0.001301,<0.0012,0.000255,0.004222,<0.00154,,,,202.3,,187.6,27.8,,18.8,,,18.8,,,1,,SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 2,CIUDAD DE MÉXICO,19.2832,-99.079433,cdmx_local,27.8,,
OCAVM2685,OCAVM2685-161016,SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 2,LÉNTICO (HUMEDAL),42593,2016.0,,,,,206.0989,19863,,573,17.12,14.38,2.8,11,59.54,65.46,2.872523,0.22487,3.319757,1.264767,7.681917,4.13729,,<1,,<1,,<1,,,,,,,2.625598,,2.548888,100,0.2,0.5268,309.12,,483.0,,,,7.7,,,,,110.6,7.5,,,,,,,,38,,13.908,<0.0015,<0.001301,<0.0012,<0.0002013,0.002891,<0.00154,,,,151.5,,227.74,26.3,,21.8,,,21.8,,,0.9,,SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 2,CIUDAD DE MÉXICO,19.2832,-99.079433,cdmx_local,26.3,,
OCAVM2685,OCAVM2685-190317,SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 2,LÉNTICO (HUMEDAL),42809,2017.0,,,,,31.2403,135,,20,4.86,4.149,<2,5.42,22.2,88.58,1.715116,0.272565,1.905925,2.707754,6.60136,4.42287,,<1,,<1,<1,,,,,,,,2.075281,,1.697534,60,0.2,0.26145,467.84000000000003,,731.0,,,,8.2,,,,,100.3,7.3,,,,,,,,27,,7,<0.0015,<0.001301,0.0049,0.000101,0.0065,<0.00154,,,,-51.2,,185.14,19.0,,18.1,,,18.1,,,0.8,,SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 2,CIUDAD DE MÉXICO,19.2832,-99.079433,cdmx_local,19.0,,
OCAVM2685,OCAVM2685-060518,SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 2,LÉNTICO (HUMEDAL),43224,2018.0,,,,,<0.1,1872,,332,12.74,12.34,6.59,10.58,21.3,212.92,0.225444,0.175782,3.620556,3.59962,7.621402,3.825064,,<1,,<1,<1,,,,,,,,2.530502,,2.503493,60,0.02,0.07535,503.68,,787.0,,,,8.0,,,,,72.3,5.1,,,,,,,,52,,12,<0.0015,<0.001301,0.0424,<0.0002013,0.0239,<0.00154,,,,149.0,,183.74,18.5,,19.0,,,19.0,,,0.5,,SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 2,CIUDAD DE MÉXICO,19.2832,-99.079433,cdmx_local,18.5,,
OCAVM2685,OCAVM2685-231218,SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 2,LÉNTICO (HUMEDAL),43452,2018.0,,,,,183.0113,988,,437,11.76,10.43,4.14,33.1,<10,33.83,4.980691,0.277256,2.869769,1.8872,10.014916,6.867891,,<1,,<1,<1,,,,,,,,7.20913,,1.931849,60,0.3,0.32163,436.48,,682.0,,,,8.2,,,,,51.5,3.8,,,,,,,,26.15,,4.4,<0.0015,<0.001301,0.0111,<0.0002013,0.0091,<0.00154,,,,,,213.57,26.2,,15.3,,,15.3,,,0.5,,SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 2,CIUDAD DE MÉXICO,19.2832,-99.079433,cdmx_local,26.2,,
